#{"t_start": 1780398861.2305164, "env_id": "None"}
r,l,t
22.93207,63,1955.257828
-0.72456425,102,1955.257877
36.283825,32,1955.370752
14.699101,98,1955.489852
13.862125,72,1955.638286
30.133533,44,1955.638326
31.691488,47,1955.754625
31.138582,42,1955.89155
15.789734,101,1955.891595
30.899458,48,1956.046783
16.840332,68,1956.046831
-27.980629,131,1956.178438
-22.26122,77,1956.30372
37.957363,24,1956.303764
24.137455,61,1956.452015
23.765728,66,1956.5805
34.174164,35,1956.693177
25.40903,46,1956.693213
34.512886,30,1956.803097
-85.09671,200,1956.939219
36.940865,30,1957.094092
33.408028,39,1957.094131
37.997242,30,1957.094137
-94.4048,200,1957.212571
29.325531,47,1957.212685
8.609316,97,1957.359845
6.1129827,97,1957.495124
38.290287,29,1957.59878
17.3282,70,1957.712247
41.040035,21,1957.830492
12.8899975,76,1957.958281
33.87184,37,1958.073437
39.156982,27,1958.190975
33.482674,31,1958.32654
11.836301,86,1958.426522
-111.79816,200,1958.53808
28.623026,47,1958.66043
26.806557,52,1958.782436
-9.874396,157,1958.915229
28.485708,64,1958.915261
-0.017515277,123,1959.015235
23.06684,54,1959.12401
37.805492,30,1959.239507
-110.195244,200,1959.363624
33.986485,38,1959.476613
-220.92659,200,1959.580991
40.32853,23,1959.730434
17.353603,95,1959.843111
0.22561851,129,1959.961318
-76.38377,200,1959.961352
-27.971565,141,1960.134015
-117.7147,200,1960.250892
36.43887,26,1960.374466
34.01474,30,1960.374533
10.546797,88,1960.486051
36.42132,30,1960.601678
27.298111,54,1960.766794
-95.54921,200,1960.766831
37.158978,34,1960.914604
20.99676,64,1961.019026
30.907412,40,1961.140245
-10.866724,138,1961.259891
30.181822,47,1961.38397
30.033379,57,1961.384006
30.292274,42,1961.489564
41.432858,18,1961.616859
34.94,40,1961.744052
7.332576,93,1961.744089
23.648273,69,1961.886934
6.168451,125,1961.886973
27.496851,44,1961.88698
39.485348,21,1962.025406
22.51042,57,1962.163667
-3.8979251,107,1962.285638
33.06919,43,1962.285685
40.50359,21,1962.403764
38.93152,23,1962.546335
25.594067,57,1962.665861
30.806562,44,1962.665891
31.903809,52,1962.784723
37.16377,30,1962.902159
21.48846,74,1963.031841
9.837536,80,1963.183214
15.145281,60,1963.183271
37.057896,31,1963.311302
33.867077,37,1963.450923
33.67091,37,1963.590217
32.083385,38,1963.590246
5.681562,91,1963.730547
30.980612,39,1963.730702
-5.9935994,122,1963.844016
20.041792,71,1963.964038
-679.98047,200,1964.072605
28.09206,48,1964.223226
10.83081,100,1964.341444
13.24662,69,1964.450307
32.139244,41,1964.570713
33.973194,33,1964.703606
18.902956,76,1964.81969
32.527496,42,1964.954755
-11.980406,145,1966.03296
41.8769,19,1966.032997
38.441444,28,1966.140534
30.20161,50,1966.267074
19.793999,71,1966.431171
9.529628,80,1966.55561
24.356646,65,1966.665544
32.438,45,1966.768007
37.819775,27,1966.891512
34.99393,31,1967.001599
35.209576,40,1967.137355
23.9582,53,1967.137391
25.349747,56,1967.25656
36.63422,24,1967.41635
8.832261,84,1967.416397
-130.02663,200,1967.526973
25.559237,74,1967.668103
32.444794,42,1967.668156
37.679943,25,1967.77564
4.4433618,94,1967.911732
7.4472284,115,1968.037229
18.55167,52,1968.166967
32.53199,47,1968.294492
39.84145,21,1968.429135
38.43387,24,1968.540955
28.590952,52,1968.64939
-26.620836,134,1968.779803
19.677692,76,1968.779835
25.327927,41,1968.885706
11.569444,90,1968.992862
9.675931,106,1969.124019
29.89571,35,1969.24211
35.286957,30,1969.387981
17.036795,77,1969.388039
13.742792,82,1969.522262
20.233688,77,1969.688144
-128.23677,200,1969.808658
15.861653,65,1969.808705
33.110863,38,1969.925588
39.776207,25,1969.92563
36.276726,31,1970.081946
-41.730793,127,1970.08199
29.948215,45,1970.212295
24.211304,61,1970.212327
-575.34924,200,1970.352319
37.251255,24,1970.505848
-12.354101,136,1970.669995
37.478092,28,1970.780436
41.378345,21,1970.889395
38.91305,22,1970.989829
35.975018,32,1971.150254
-92.30795,200,1971.297779
-90.065094,200,1971.404986
33.630276,38,1971.516845
39.85719,25,1971.620655
12.720743,74,1971.724231
-0.35140553,109,1971.856736
-125.490715,200,1971.974795
30.338303,51,1972.11658
-547.9506,200,1972.116623
30.819672,49,1972.11663
24.073446,57,1972.241718
37.337112,26,1972.383097
38.83744,26,1972.537528
0.3978617,96,1972.639545
20.117699,80,1972.750792
38.154076,28,1972.897322
37.367756,29,1972.897365
37.971226,24,1972.897372
17.567238,78,1972.897377
-22.332338,160,1973.046177
-95.65554,200,1973.165147
38.891254,24,1973.295695
24.932278,52,1973.427402
-5.067303,94,1973.427441
37.918995,27,1973.556418
41.439144,21,1973.556453
34.093185,33,1973.704155
8.864131,92,1973.704209
35.45837,36,1973.810761
-25.392054,124,1973.915984
36.232018,29,1974.019095
-9.297912,87,1974.170022
32.037666,39,1974.170084
13.362342,86,1974.301064
38.69795,26,1974.427171
35.411182,37,1974.52539
38.361145,30,1974.650112
28.962475,46,1974.778973
-11.379773,160,1974.779006
40.4719,21,1974.8946
38.426323,27,1975.043954
-14.800474,161,1975.043998
36.098465,25,1975.148697
27.071104,56,1975.261792
37.05387,19,1975.369633
-2.5660672,119,1975.490894
23.462763,58,1975.490945
34.0696,35,1975.588154
31.781534,45,1975.715378
-124.88549,200,1975.834754
41.45002,21,1975.944462
-21.19226,166,1976.085002
33.74947,37,1976.215057
-14.5828285,126,1979.644529
31.962383,35,1979.751758
6.2149463,119,1979.894171
-89.89971,200,1979.894224
33.841267,44,1980.003032
28.289745,44,1980.132513
34.894436,34,1980.276218
28.02278,47,1980.386198
32.926037,44,1980.538749
37.017662,31,1980.691068
38.2287,23,1980.828999
-129.59464,200,1980.952691
-12.5418215,120,1981.116881
37.258316,25,1981.246945
1.2748318,105,1981.393571
21.06626,72,1981.501444
15.013932,95,1981.637542
41.352394,23,1981.637573
10.590207,79,1981.747431
37.889156,34,1981.864835
25.080687,73,1981.979552
20.174124,67,1982.093841
32.966385,46,1982.203851
37.16622,28,1982.360771
-187.91978,200,1982.360828
34.186073,34,1982.502462
-2.7585075,106,1982.615566
-68.233246,165,1982.728963
19.132782,76,1982.876641
36.729046,24,1983.006198
37.214203,29,1983.125502
40.43975,24,1983.241851
-85.00661,200,1983.384435
33.148067,41,1983.38447
15.855766,77,1983.521938
37.497864,34,1983.521975
-16.32796,160,1983.656513
37.019753,27,1983.7993
31.578688,30,1983.960791
29.613485,53,1983.960826
-2.1813288,121,1984.078197
4.974991,122,1984.200273
34.13224,38,1984.324299
37.64498,30,1984.428969
-23.263319,144,1984.577571
37.837635,28,1984.721087
28.795795,56,1984.831313
37.23953,31,1984.95758
38.80846,24,1984.957615
-90.85513,200,1985.065755
30.886047,49,1985.213971
19.438818,67,1985.321874
-18.234278,145,1985.454103
21.260035,83,1985.581445
6.8649693,78,1985.715172
38.466084,23,1985.715219
38.80607,26,1985.828161
6.3466096,119,1985.954116
-1.0210944,104,1986.107161
-79.562065,200,1986.107195
35.523125,31,1986.221268
36.64111,38,1986.221305
27.352158,63,1986.365292
-9.46229,131,1986.365337
39.481808,28,1986.524266
37.764782,31,1986.628742
30.673021,38,1986.790414
34.430164,42,1986.79045
28.837612,50,1986.906971
35.12967,31,1987.038249
18.983229,70,1987.189899
31.280405,50,1987.189934
40.67513,20,1987.32621
30.359404,46,1987.447378
33.498207,39,1987.566105
27.384659,45,1987.56615
36.342472,26,1987.566157
-20.456287,186,1987.699937
21.41756,64,1987.858106
20.452726,73,1987.85815
22.340727,60,1988.009099
24.526758,49,1988.132574
34.16741,38,1988.235307
2.652752,120,1988.366383
28.077238,42,1988.485165
32.577366,44,1988.636387
-93.392685,200,1988.753073
37.039837,28,1988.893596
27.129152,53,1989.0072
37.08399,33,1989.164557
29.254396,44,1989.164597
36.695786,26,1989.275353
-9.34126,125,1989.275396
31.431692,39,1989.409828
22.548811,54,1989.409869
38.578686,27,1989.532218
31.208548,47,1989.644955
-104.00522,200,1989.765631
30.135265,38,1989.901704
6.3953185,94,1990.058233
37.934288,20,1990.189295
30.851274,57,1990.292091
24.66508,46,1990.416616
-4.420186,103,1990.575401
-10.568507,132,1990.688066
38.59821,28,1990.835598
31.216879,44,1990.951857
-85.410164,200,1991.097141
-572.2858,200,1991.214674
38.760918,28,1991.328661
39.575237,20,1991.429541
11.749644,90,1991.553765
23.343164,67,1991.691216
18.68469,83,1991.808655
19.089293,62,1991.948802
37.08746,29,1992.068802
35.003086,31,1992.176493
30.250776,44,1992.283561
42.658142,19,1992.421793
6.353064,100,1992.570457
-21.765156,148,1992.707015
26.641085,63,1992.854112
29.282528,51,1992.978861
17.45529,86,1993.110767
1.8537906,101,1993.228721
17.79109,76,1993.325808
32.328476,30,1993.488948
32.605286,50,1993.610317
24.537735,52,1993.610369
32.403778,54,1993.751906
29.768581,41,1993.865343
36.70086,34,1993.987987
-26.73799,129,1994.121327
-50.0275,187,1994.232777
27.20331,63,1994.379049
17.894312,81,1994.522353
32.33894,42,1994.674807
26.154861,55,1994.800106
34.79177,32,1994.901747
-50.85948,149,1995.038067
39.071465,24,1995.178111
22.837332,75,1995.17815
-77.756,200,1995.315516
-10.751726,157,1995.420002
-105.5721,200,1995.535254
-16.157045,161,1995.638512
22.967525,65,1995.761744
27.747158,62,1995.761796
36.659153,28,1995.884685
11.833615,88,1995.884722
34.656887,30,1996.015038
-98.6667,200,1996.133489
-93.084175,200,1996.133523
-151.10344,200,1996.272694
37.03056,25,1996.377266
39.54836,22,1996.512076
-21.829117,86,1996.639363
-84.319084,200,1996.751847
-1.8589971,129,1996.86526
40.21436,21,1996.980863
-3.8270905,127,1997.10706
25.097439,63,1997.217072
30.063944,57,1997.326966
-27.815554,171,1997.471482
10.331197,92,1997.573795
33.39868,38,1997.681146
34.9434,35,1997.800254
37.43853,23,1997.901813
39.366955,29,1998.05888
20.280327,93,1998.05892
32.81108,35,1998.180059
-139.84764,200,1998.289701
-7.91603,142,1998.443119
39.02412,25,1998.572508
37.573807,31,1998.705127
36.78567,24,1998.705175
-19.601238,135,1998.81435
37.93855,24,1998.920324
41.06936,20,1999.026873
33.31804,36,1999.156247
22.529545,57,1999.304023
-101.30162,200,1999.304064
38.779053,21,1999.430412
38.13124,28,1999.587035
20.974155,68,1999.697285
34.453125,31,1999.697326
39.358833,24,1999.799945
26.125315,47,1999.945059
39.540062,22,2000.051189
31.182613,53,2000.176319
4.4760547,78,2000.305584
10.39645,76,2000.413534
37.53788,32,2000.523099
39.222797,25,2000.671743
21.389242,66,2000.812363
42.989395,21,2000.92103
33.48111,29,2001.048012
-2.9738405,100,2001.169329
-4.9320927,103,2001.283046
39.561657,27,2001.38016
40.539257,21,2001.503419
38.3182,25,2001.633433
37.084297,34,2001.76883
40.649757,22,2001.890448
-104.78801,200,2002.004027
30.856014,39,2002.104827
19.103907,76,2002.221777
35.437824,26,2002.355796
37.212463,31,2002.355839
-38.541115,180,2002.460052
18.551708,64,2002.565857
39.09562,25,2002.672751
6.2805552,90,2002.812063
15.64602,80,2002.949299
35.961063,40,2003.089379
-14.254244,142,2003.249268
8.5368395,109,2003.406702
27.606922,49,2003.508063
39.538628,28,2003.62308
40.977234,20,2003.731731
26.354776,60,2003.83233
2.495606,109,2003.955155
35.22382,36,2004.071763
32.4146,44,2004.209067
34.313816,31,2004.315898
17.125532,85,2004.435803
25.470018,61,2004.54998
28.69216,56,2004.678365
24.759157,55,2004.807045
31.063478,43,2004.963499
30.35021,36,2004.963542
37.101448,31,2005.070413
37.575115,29,2005.198248
38.148563,27,2005.198286
-164.68852,200,2005.312673
-114.71035,200,2005.423605
28.290312,49,2005.55756
28.670458,47,2005.718294
34.099926,38,2005.718352
36.89774,42,2005.833551
38.946526,23,2005.978772
36.15416,32,2006.093216
28.750296,37,2006.193177
-46.751064,158,2006.323937
29.882296,53,2006.448456
-118.375694,200,2006.591207
1.5258301,115,2006.720992
41.881138,17,2006.721025
16.919567,66,2006.835451
39.73324,23,2006.835496
6.74782,92,2006.935454
26.925766,41,2007.071974
-14.383063,142,2007.203708
29.084352,64,2007.319214
35.3541,34,2007.319244
-21.528154,143,2007.430187
34.842785,37,2007.537662
-7.7553916,114,2007.669267
27.460009,56,2007.798145
7.5159125,76,2007.92013
-508.55643,200,2008.048958
-24.931244,164,2008.151851
-135.44481,200,2008.264627
21.871159,57,2008.391568
-80.715065,197,2008.391601
31.220007,54,2008.512364
36.889717,28,2008.641707
35.037674,32,2008.798
35.0246,34,2008.925521
-153.2694,200,2009.050198
33.611626,41,2009.175328
11.371128,54,2009.278691
22.561974,67,2009.397671
39.995975,22,2009.529591
32.296093,33,2009.648461
18.074432,72,2009.772063
-766.19775,200,2009.878426
4.8401904,90,2009.996238
15.28897,86,2010.111674
39.114014,27,2010.260673
0.078835234,113,2010.260708
27.262568,40,2010.389855
-11.58262,110,2010.508866
39.3663,24,2010.644768
-82.50242,200,2010.644802
19.979872,64,2010.754414
36.16966,43,2010.904974
30.604748,40,2011.022929
17.56788,65,2011.176602
18.951452,81,2011.308661
33.08689,33,2011.413075
-22.253521,149,2011.544425
21.31029,72,2011.698625
20.431906,79,2011.802556
36.373318,28,2011.911068
-10.726163,129,2012.032674
-34.341743,129,2012.153618
39.0717,26,2012.266134
31.7491,42,2012.384876
14.558995,82,2012.523333
-98.64643,200,2012.662493
32.567627,34,2012.770746
0.5047147,123,2012.869217
29.827839,33,2012.990138
10.69953,84,2013.145342
-2.2176464,99,2013.259148
-32.2316,164,2013.259201
-36.673943,195,2013.390966
-798.0844,200,2013.54389
21.439764,65,2013.543931
25.66291,64,2013.661932
40.39695,20,2013.795638
5.543419,85,2013.914575
-5.514692,80,2014.031368
35.363693,32,2014.164203
5.417653,110,2014.164237
28.199291,39,2014.273971
-52.5006,158,2014.408108
40.323513,22,2014.408147
35.27898,34,2014.538282
13.069038,102,2014.538315
-97.203865,200,2014.651451
8.69414,107,2014.812444
19.187716,84,2014.812489
7.2062736,106,2014.812501
25.415865,50,2014.923376
36.736168,32,2015.062905
1.9871945,92,2015.167734
39.74514,24,2015.272435
30.573656,54,2015.378347
17.226225,93,2015.492404
12.495542,74,2015.614321
39.246204,21,2015.736204
27.784271,51,2015.85433
30.14757,39,2015.854371
38.448853,27,2015.980193
39.36337,27,2015.980224
1.2404424,98,2016.114081
21.533798,67,2016.226789
36.230125,31,2016.226835
38.150486,27,2016.340404
37.009,27,2016.340446
-138.21298,200,2016.462882
37.232147,25,2016.639123
39.00702,24,2016.743901
36.84171,30,2016.743932
39.69362,22,2016.88642
35.430183,39,2017.023389
31.511429,40,2017.023423
37.535538,27,2017.02343
-118.91636,200,2017.164013
31.12044,40,2017.276357
36.0077,33,2017.40438
28.303144,38,2017.510178
28.136015,61,2017.638348
0.112068854,97,2017.736679
39.10524,19,2017.847375
27.707426,53,2017.951451
27.492924,41,2018.057616
22.699825,80,2018.165808
13.342887,74,2018.165842
31.931263,38,2018.298301
32.854923,44,2018.298333
-7.903921,136,2018.298339
34.721645,24,2018.441504
39.495625,28,2018.587027
32.373512,50,2018.710958
-18.08325,137,2018.710995
-84.107285,200,2018.824739
39.049667,25,2018.95074
40.227375,23,2019.044812
41.568012,21,2019.153434
37.40832,27,2019.280527
37.581036,24,2019.398631
39.040417,25,2019.504245
37.297638,27,2019.504279
35.633354,32,2019.66835
18.765928,79,2019.788769
38.947815,29,2019.897835
-20.320383,121,2020.014954
16.475359,61,2020.148332
36.834553,33,2020.264884
25.582838,56,2020.264921
34.2452,39,2020.386754
-97.54147,200,2020.509413
38.697712,23,2020.616846
34.595676,38,2020.724056
31.599808,45,2020.724087
26.833971,57,2020.861001
36.63249,26,2021.010816
41.997246,19,2021.010847
-93.18982,200,2021.134396
28.631351,45,2021.23296
36.708344,31,2021.336129
-15.223573,140,2021.473645
22.806938,73,2021.611965
17.01436,97,2021.612012
31.687,43,2021.742734
-6.473284,130,2021.864933
19.819715,82,2021.988075
-146.24158,200,2022.133285
12.453719,91,2022.133328
24.6769,51,2022.245532
-5.0664654,99,2022.358228
34.917236,34,2022.478192
39.397614,19,2022.478225
35.146046,38,2022.630082
14.200365,60,2022.63012
36.76635,27,2022.630127
-132.70604,200,2022.765963
36.625183,25,2022.90291
30.969069,40,2023.045889
-90.32478,200,2023.045923
0.7544083,116,2023.182652
38.800045,29,2023.285719
-28.631657,146,2023.395193
-33.66033,116,2023.516415
0.81848615,108,2023.611012
13.91869,85,2023.729142
26.113817,37,2023.846504
29.365896,41,2023.95672
39.52529,24,2024.063914
37.990387,29,2024.183337
28.994398,55,2024.305342
12.659284,92,2024.45549
11.198414,99,2024.455545
4.222508,96,2024.563457
29.757372,48,2024.668952
16.780731,68,2024.668989
25.13411,49,2024.796006
27.900764,57,2024.944649
38.731094,26,2025.089899
28.839323,52,2025.089951
-30.888763,179,2025.2184
36.82006,23,2025.348812
31.082788,35,2025.460194
36.22913,26,2025.573353
-22.20382,189,2025.69497
43.35619,18,2025.835714
42.809845,16,2025.83576
20.997993,67,2025.942141
34.516815,31,2026.052117
39.809124,22,2026.198575
5.4302077,124,2026.198615
35.790504,28,2026.331544
25.755344,55,2026.448866
37.19409,35,2026.583935
19.127613,54,2026.689895
-94.34555,151,2026.79547
19.533997,74,2026.93143
38.73833,23,2026.931484
34.73972,38,2026.931503
28.508837,59,2027.059375
38.621433,25,2027.059411
-4.3835278,99,2027.161603
30.252071,44,2027.274579
32.75363,35,2027.414235
34.282986,41,2027.414279
17.901165,69,2027.566936
34.177227,33,2027.566977
-31.855335,152,2027.709471
15.027653,85,2027.709537
32.4798,35,2027.846701
35.754696,31,2027.846737
38.72374,30,2027.846748
2.1641307,134,2027.966798
37.61025,22,2027.966845
38.218914,31,2028.100425
39.933086,22,2028.240644
40.252148,23,2028.355457
-99.49008,200,2028.471714
40.38922,21,2028.471762
37.636475,26,2028.599794
31.561184,37,2028.733026
30.278488,43,2028.848153
